St. Catharines - Niagara — Historical Vacancy Rates by Bedroom Type  
1990 to 2023 Row October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,**,,1.5,a ,0.8,d ,0.4,a ,0.6,a ,
1991 October,**,,**,,0.4,a ,0.7,a ,0.6,a ,
1992 October,**,,1.5,a ,1.6,a ,3.8,a ,3.2,a ,
1993 October,**,,1.5,a ,3.9,a ,5.2,a ,4.6,a ,
1994 October,**,,3.1,a ,1.9,a ,4.4,a ,3.8,a ,
1995 October,**,,3.1,a ,4.0,b ,7.0,b ,6.2,b ,
1996 October,**,,**,,4.1,a ,4.4,a ,4.1,a ,
1997 October,**,,3.0,a ,4.0,a ,6.0,a ,5.3,a ,
1998 October,**,,4.5,a ,4.7,a ,3.4,a ,3.7,a ,
1999 October,**,,3.0,a ,5.9,a ,7.7,a ,6.9,a ,
2000 October,**,,**,,5.9,b ,4.4,b ,5.0,b ,
2001 October,**,,**,,0.9,d ,3.4,b ,2.8,a ,
2002 October,**,,**,,5.0,c ,2.4,b ,3.1,b ,
2003 October,**,,10.0,a ,3.2,c ,2.0,b ,2.6,b ,
2004 October,**,,**,,3.0,a ,6.8,a ,5.7,a ,
2005 October,**,,**,,4.9,a ,5.9,a ,5.6,a ,
2006 October,**,,**,,5.0,d ,4.8,b ,4.7,b ,
2007 October,**,,**,,**,,6.0,c ,5.1,c ,
2008 October,**,,8.1,a ,2.0,a ,7.0,a ,5.8,a ,
2009 October,**,,**,,2.3,c ,7.7,c ,6.5,c ,
2010 October,**,,1.0,a ,4.2,b ,8.9,c ,6.5,b ,
2011 October,**,,**,,4.3,a ,**,,7.2,c ,
2012 October,**,,**,,4.1,d ,6.9,c ,5.9,c ,
2013 October,**,,**,,**,,6.5,b ,6.4,c ,
2014 October,**,,**,,3.4,d ,2.9,b ,2.9,b ,
2015 October,**,,**,,0.7,b ,1.7,c ,1.5,a ,
2016 October,**,,**,,3.4,d ,3.9,d ,3.7,d ,
2017 October,**,,**,,0.0,d ,0.4,b ,0.3,b ,
2018 October,**,,**,,1.2,a ,2.8,b ,2.4,b ,
2019 October,**,,**,,2.7,c ,0.3,b ,0.8,a ,
2020 October,**,,**,,0.0,d ,**,,0.6,b ,
2021 October,**,,**,,**,,0.3,b ,0.3,b ,
2022 October,**,,**,,**,,5.3,c ,4.0,c ,
2023 October,**,,**,,0.0,d ,2.8,a ,2.1,a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
