Trois-Rivières — Historical Vacancy Rates by Bedroom Type  
1990 to 2023 Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,13.3,d ,10.7,c ,6.3,b ,4.9,b ,7.6,a ,
1991 October,**,,10.6,c ,6.7,b ,5.8,c ,8.3,a ,
1992 October,10.5,c ,8.1,b ,7.1,b ,4.5,c ,7.0,a ,
1993 October,5.8,c ,9.8,b ,5.7,b ,3.9,b ,6.5,a ,
1994 October,7.1,b ,9.9,b ,6.7,b ,5.5,b ,7.4,a ,
1995 October,7.9,b ,8.8,b ,6.6,b ,6.2,b ,7.2,a ,
1996 October,11.6,c ,10.1,c ,7.0,b ,5.8,b ,8.0,a ,
1997 October,14.7,c ,9.3,b ,7.6,b ,7.8,b ,8.6,a ,
1998 October,10.4,d ,10.0,c ,8.4,b ,6.2,b ,8.5,a ,
1999 October,10.9,c ,9.7,a ,6.4,b ,7.2,b ,7.9,a ,
2000 October,9.5,b ,8.0,b ,6.3,b ,5.4,b ,6.8,a ,
2001 October,9.4,b ,5.8,b ,3.6,b ,3.6,c ,4.7,b ,
2002 October,6.5,c ,3.4,b ,2.6,b ,1.9,b ,3.0,a ,
2003 October,2.9,b ,1.8,b ,1.2,a ,1.3,a ,1.5,a ,
2004 October,2.9,b ,1.9,b ,0.4,a ,1.1,a ,1.2,a ,
2005 October,2.2,a ,2.3,a ,0.9,a ,1.2,a ,1.5,a ,
2006 October,1.6,b ,1.7,b ,0.7,a ,0.6,a ,1.0,a ,
2007 October,4.0,c ,1.8,b ,1.1,a ,0.8,a ,1.5,a ,
2008 October,4.3,c ,2.3,c ,1.2,a ,1.4,a ,1.7,a ,
2009 October,7.3,c ,4.3,b ,1.6,b ,2.2,b ,2.7,a ,
2010 October,7.3,c ,5.3,b ,3.1,b ,3.7,c ,3.9,a ,
2011 October,3.4,d ,5.9,b ,2.5,a ,4.3,c ,3.9,b ,
2012 October,9.0,c ,5.8,b ,4.8,b ,4.7,b ,5.2,a ,
2013 October,9.4,c ,5.6,b ,4.4,b ,5.3,c ,5.1,b ,
2014 October,**,,5.2,b ,4.1,b ,7.5,c ,5.3,b ,
2015 October,10.0,c ,7.3,b ,4.7,b ,6.5,b ,6.0,a ,
2016 October,12.4,d ,6.7,b ,5.1,b ,7.0,c ,6.2,a ,
2017 October,13.9,d ,5.3,b ,3.3,b ,5.4,c ,4.7,b ,
2018 October,9.6,c ,4.5,c ,3.2,c ,3.8,c ,3.9,b ,
2019 October,**,,3.2,c ,1.2,a ,2.4,c ,2.3,a ,
2020 October,**,,1.3,a ,1.2,a ,1.5,a ,1.3,a ,
2021 October,**,,1.0,a ,0.8,a ,0.6,b ,0.9,a ,
2022 October,**,,2.0,c ,0.4,b ,0.9,d ,0.9,a ,
2023 October,0.3,b ,1.0,d ,0.1,b ,0.4,b ,0.4,a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
