London — Historical Vacancy Rates by Bedroom Type  
1998 to 2023 Row October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1998 October,**,,**,,3.8,a ,5.3,a ,4.9,a ,
1999 October,**,,**,,3.9,a ,3.0,a ,3.3,a ,
2000 October,**,,**,,2.9,a ,2.2,a ,2.4,a ,
2001 October,**,,**,,3.0,a ,2.4,a ,2.5,a ,
2002 October,**,,**,,2.2,a ,1.5,a ,1.7,a ,
2003 October,**,,**,,4.8,a ,3.5,a ,3.9,a ,
2004 October,**,,**,,3.9,b ,3.7,a ,3.8,a ,
2005 October,**,,**,,4.2,b ,2.5,a ,3.0,a ,
2006 October,**,,**,,4.5,b ,3.0,a ,3.5,a ,
2007 October,**,,**,,5.7,b ,4.5,a ,4.8,a ,
2008 October,**,,**,,5.9,a ,3.3,a ,4.1,a ,
2009 October,**,,**,,8.4,b ,6.2,b ,6.9,a ,
2010 October,**,,**,,3.8,c ,3.4,b ,3.6,b ,
2011 October,**,,**,,3.8,b ,5.6,b ,5.0,b ,
2012 October,**,,**,,3.1,b ,3.4,b ,3.3,b ,
2013 October,**,,**,,3.6,c ,3.4,b ,3.5,b ,
2014 October,**,,0.0,a ,3.1,b ,3.1,b ,3.1,b ,
2015 October,**,,0.0,a ,2.4,b ,2.7,c ,2.6,b ,
2016 October,**,,**,,1.4,a ,1.5,b ,1.5,a ,
2017 October,**,,**,,1.2,a ,1.8,a ,1.6,a ,
2018 October,**,,**,,2.2,c ,5.1,d ,4.2,d ,
2019 October,**,,**,,1.9,b ,1.1,a ,1.4,a ,
2020 October,**,,**,,2.5,b ,1.6,a ,1.8,a ,
2021 October,**,,**,,0.8,a ,0.8,a ,0.8,a ,
2022 October,**,,**,,**,,1.1,a ,1.3,a ,
2023 October,**,,**,,1.8,c ,1.4,a ,1.5,c ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
