Sherbrooke — Historical Vacancy Rates by Bedroom Type  
2007 to 2023 Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
2007 October,5.2,a ,2.9,a ,2.0,a ,1.4,a ,2.4,a ,
2008 October,4.9,b ,2.8,a ,2.5,a ,2.8,a ,2.8,a ,
2009 October,4.0,b ,4.3,a ,3.9,a ,3.7,b ,3.9,a ,
2010 October,6.2,b ,4.1,b ,4.8,a ,4.1,b ,4.6,a ,
2011 October,6.2,c ,4.2,b ,4.7,b ,4.5,b ,4.7,a ,
2012 October,5.2,b ,4.2,b ,5.4,a ,4.6,b ,5.0,a ,
2013 October,6.1,b ,5.0,b ,5.5,a ,5.0,b ,5.3,a ,
2014 October,6.0,b ,4.2,b ,5.9,a ,5.1,b ,5.4,a ,
2015 October,6.3,c ,4.9,b ,6.0,a ,5.9,b ,5.8,a ,
2016 October,7.9,c ,6.4,b ,6.3,a ,6.3,b ,6.4,a ,
2017 October,8.2,b ,5.5,b ,5.0,a ,4.6,b ,5.3,a ,
2018 October,5.4,c ,2.5,a ,2.3,a ,2.6,b ,2.6,a ,
2019 October,3.8,c ,2.7,a ,1.9,b ,2.3,b ,2.3,a ,
2020 October,2.0,b ,1.5,b ,1.2,a ,1.0,a ,1.3,a ,
2021 October,3.2,d ,1.0,a ,0.6,a ,0.9,a ,0.9,a ,
2022 October,2.3,c ,0.9,a ,0.7,a ,1.0,a ,0.9,a ,
2023 October,2.0,c ,2.0,c ,0.8,a ,1.3,a ,1.3,a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
