Greater Sudbury / Grand Sudbury — Historical Vacancy Rates by Bedroom Type  
1990 to 2023 Row / Apartment October
,Bachelor,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total,,
1990 October,3.3,d ,0.6,a ,0.4,a ,0.2,b ,0.7,a ,
1991 October,0.1,b ,0.7,a ,0.7,a ,0.6,a ,0.7,a ,
1992 October,4.3,c ,2.1,b ,2.6,a ,1.4,a ,2.4,a ,
1993 October,4.8,c ,3.7,c ,3.7,b ,2.6,b ,3.7,b ,
1994 October,8.3,c ,3.6,b ,4.4,b ,1.1,a ,4.1,b ,
1995 October,10.1,d ,6.6,b ,5.6,a ,2.8,b ,5.8,a ,
1996 October,12.4,d ,7.4,b ,6.1,b ,5.5,c ,6.8,a ,
1997 October,10.9,d ,8.3,b ,6.2,a ,9.8,b ,7.5,a ,
1998 October,**,,10.6,c ,8.0,a ,9.1,b ,9.4,a ,
1999 October,20.9,d ,12.0,c ,9.9,a ,9.1,b ,11.2,a ,
2000 October,**,,8.7,b ,6.5,b ,13.7,c ,8.5,a ,
2001 October,**,,6.0,b ,4.0,b ,8.1,b ,6.0,a ,
2002 October,12.5,c ,5.9,b ,4.2,b ,3.4,b ,5.1,a ,
2003 October,9.6,c ,4.6,c ,2.3,a ,1.5,b ,3.4,b ,
2004 October,5.6,c ,2.9,a ,1.9,a ,1.5,a ,2.4,a ,
2005 October,3.5,c ,2.4,b ,1.0,a ,1.4,a ,1.6,a ,
2006 October,2.9,c ,1.5,a ,0.8,a ,1.2,a ,1.2,a ,
2007 October,1.8,c ,0.9,a ,0.3,a ,0.2,a ,0.6,a ,
2008 October,1.6,c ,0.9,a ,0.4,a ,0.9,a ,0.7,a ,
2009 October,6.9,c ,2.9,a ,2.4,a ,2.0,b ,2.8,a ,
2010 October,**,,3.4,c ,2.4,a ,1.5,b ,2.9,a ,
2011 October,5.6,d ,3.0,b ,2.2,a ,2.2,b ,2.7,a ,
2012 October,3.5,d ,3.2,c ,1.9,a ,2.8,b ,2.5,a ,
2013 October,3.7,c ,2.9,b ,3.5,b ,2.5,b ,3.2,b ,
2014 October,5.3,d ,4.3,c ,3.9,b ,3.6,c ,4.1,b ,
2015 October,**,,3.9,c ,2.7,a ,4.3,c ,3.5,b ,
2016 October,6.0,d ,5.2,c ,4.7,b ,7.7,c ,5.3,a ,
2017 October,5.7,d ,4.5,c ,4.1,b ,4.2,c ,4.3,b ,
2018 October,**,,2.4,c ,2.7,b ,3.3,d ,2.6,a ,
2019 October,3.1,d ,2.5,b ,1.8,b ,1.7,b ,2.1,a ,
2020 October,**,,3.3,d ,1.6,b ,4.2,d ,2.4,b ,
2021 October,**,,2.3,c ,1.0,a ,**,,1.6,c ,
2022 October,**,,3.5,d ,1.2,a ,**,,2.1,b ,
2023 October,2.1,c ,0.7,a ,1.1,a ,**,,1.1,a ,

Notes
"The following letter codes are used to indicate the reliability of the estimates: a — Excellent, b — Very good, c — Good, d — Poor (Use with Caution))"
** — Data suppressed to protect confidentiality or data not statistically reliable
++ — Change in rent is not statistically significant. This means that the change in rent is not statistically different than zero (0). (Applies only to % Change of Average Rent Tables).
Source,CMHC Rental Market Survey
