Kitchener - Cambridge - Waterloo — Historical Completions by Dwelling Type  
January 1990 to March 2024 Intended Markets - All
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,197,12,135,12,356,
Feb 1990,92,0,13,43,148,
Mar 1990,63,0,61,228,352,
Apr 1990,90,12,117,103,322,
May 1990,65,46,10,4,125,
Jun 1990,84,34,12,168,298,
Jul 1990,102,36,96,233,467,
Aug 1990,90,58,24,347,519,
Sep 1990,127,44,67,214,452,
Oct 1990,159,64,155,118,496,
Nov 1990,111,26,157,308,602,
Dec 1990,30,6,0,14,50,
Jan 1991,62,56,20,0,138,
Feb 1991,21,20,0,54,95,
Mar 1991,18,4,35,224,281,
Apr 1991,11,12,73,33,129,
May 1991,76,24,26,249,375,
Jun 1991,55,28,0,0,83,
Jul 1991,75,30,12,0,117,
Aug 1991,79,14,98,18,209,
Sep 1991,141,52,30,172,395,
Oct 1991,74,58,0,52,184,
Nov 1991,49,42,77,0,168,
Dec 1991,99,46,122,0,267,
Jan 1992,56,10,70,0,136,
Feb 1992,31,8,48,0,87,
Mar 1992,29,6,89,57,181,
Apr 1992,40,18,0,201,259,
May 1992,56,16,97,74,243,
Jun 1992,82,44,11,0,137,
Jul 1992,97,62,4,0,163,
Aug 1992,110,56,318,85,569,
Sep 1992,281,34,0,0,315,
Oct 1992,145,30,64,0,239,
Nov 1992,72,28,58,380,538,
Dec 1992,121,26,0,0,147,
Jan 1993,84,16,23,152,275,
Feb 1993,77,16,0,0,93,
Mar 1993,54,18,0,105,177,
Apr 1993,61,14,46,0,121,
May 1993,87,14,80,0,181,
Jun 1993,124,34,69,84,311,
Jul 1993,140,10,46,0,196,
Aug 1993,77,12,4,2,95,
Sep 1993,151,18,70,36,275,
Oct 1993,89,10,0,0,99,
Nov 1993,90,10,25,0,125,
Dec 1993,102,6,56,70,234,
Jan 1994,42,2,0,0,44,
Feb 1994,40,10,96,3,149,
Mar 1994,55,14,46,11,126,
Apr 1994,56,10,11,6,83,
May 1994,66,20,34,0,120,
Jun 1994,108,24,0,0,132,
Jul 1994,108,20,4,16,148,
Aug 1994,191,56,56,0,303,
Sep 1994,73,4,0,12,89,
Oct 1994,311,66,18,0,395,
Nov 1994,74,14,25,0,113,
Dec 1994,61,20,89,0,170,
Jan 1995,46,10,35,0,91,
Feb 1995,72,24,17,0,113,
Mar 1995,43,18,20,0,81,
Apr 1995,56,12,26,68,162,
May 1995,50,20,10,0,80,
Jun 1995,77,12,0,0,89,
Jul 1995,75,14,15,0,104,
Aug 1995,59,4,39,0,102,
Sep 1995,102,26,0,0,128,
Oct 1995,72,8,5,0,85,
Nov 1995,81,6,6,0,93,
Dec 1995,70,14,7,0,91,
Jan 1996,41,8,29,18,96,
Feb 1996,56,4,9,6,75,
Mar 1996,53,4,4,0,61,
Apr 1996,59,6,21,0,86,
May 1996,49,12,10,0,71,
Jun 1996,95,2,0,0,97,
Jul 1996,154,22,36,0,212,
Aug 1996,139,8,15,120,282,
Sep 1996,166,60,0,0,226,
Oct 1996,113,30,18,0,161,
Nov 1996,140,32,25,0,197,
Dec 1996,117,22,8,40,187,
Jan 1997,64,4,8,0,76,
Feb 1997,68,8,28,0,104,
Mar 1997,80,28,22,0,130,
Apr 1997,147,48,41,15,251,
May 1997,105,32,32,0,169,
Jun 1997,171,22,20,0,213,
Jul 1997,137,28,44,0,209,
Aug 1997,165,20,29,0,214,
Sep 1997,143,24,6,0,173,
Oct 1997,138,20,84,170,412,
Nov 1997,174,18,48,0,240,
Dec 1997,112,10,15,0,137,
Jan 1998,108,18,18,0,144,
