Québec — Historical Completions by Dwelling Type  
January 1990 to March 2024 Intended Markets - All
,Single,Semi-Detached,Row,Apartment,All,
Jan 1990,117,4,4,75,200,
Feb 1990,93,10,6,81,190,
Mar 1990,94,10,10,247,361,
Apr 1990,158,14,0,86,258,
May 1990,134,6,17,133,290,
Jun 1990,699,84,69,"1,042","1,894",
Jul 1990,794,130,88,691,"1,703",
Aug 1990,170,20,6,132,328,
Sep 1990,276,28,0,125,429,
Oct 1990,197,14,10,100,321,
Nov 1990,188,26,16,140,370,
Dec 1990,249,32,42,167,490,
Jan 1991,81,6,0,33,120,
Feb 1991,94,10,5,18,127,
Mar 1991,115,14,0,56,185,
Apr 1991,78,10,7,124,219,
May 1991,165,24,28,432,649,
Jun 1991,511,78,17,546,"1,152",
Jul 1991,481,112,24,574,"1,191",
Aug 1991,214,26,14,168,422,
Sep 1991,347,50,28,128,553,
Oct 1991,220,28,0,43,291,
Nov 1991,279,44,4,52,379,
Dec 1991,243,48,36,105,432,
Jan 1992,187,32,39,180,438,
Feb 1992,102,36,48,63,249,
Mar 1992,93,20,6,78,197,
Apr 1992,253,134,29,121,537,
May 1992,177,44,25,198,444,
Jun 1992,301,58,75,"1,030","1,464",
Jul 1992,597,134,91,"1,216","2,038",
Aug 1992,59,10,0,23,92,
Sep 1992,327,84,16,307,734,
Oct 1992,184,62,22,154,422,
Nov 1992,94,24,39,72,229,
Dec 1992,143,40,5,261,449,
Jan 1993,95,40,32,124,291,
Feb 1993,58,24,4,8,94,
Mar 1993,71,24,0,39,134,
Apr 1993,81,42,10,37,170,
May 1993,109,32,0,27,168,
Jun 1993,281,130,44,787,"1,242",
Jul 1993,405,160,155,556,"1,276",
Aug 1993,84,22,13,104,223,
Sep 1993,241,40,35,536,852,
Oct 1993,123,40,16,8,187,
Nov 1993,87,22,26,33,168,
Dec 1993,154,24,26,97,301,
Jan 1994,93,16,0,36,145,
Feb 1994,59,16,0,12,87,
Mar 1994,45,22,3,0,70,
Apr 1994,70,36,0,24,130,
May 1994,94,44,35,195,368,
Jun 1994,356,154,110,472,"1,092",
Jul 1994,544,164,81,612,"1,401",
Aug 1994,68,6,9,25,108,
Sep 1994,191,44,36,329,600,
Oct 1994,138,22,6,171,337,
Nov 1994,81,18,0,15,114,
Dec 1994,120,26,17,45,208,
Jan 1995,72,8,0,104,184,
Feb 1995,70,6,3,40,119,
Mar 1995,52,16,0,41,109,
Apr 1995,32,10,0,65,107,
May 1995,70,24,0,131,225,
Jun 1995,205,66,18,436,725,
Jul 1995,149,48,21,251,469,
Aug 1995,57,12,0,38,107,
Sep 1995,216,52,23,70,361,
Oct 1995,72,10,0,18,100,
Nov 1995,47,6,0,0,53,
Dec 1995,85,6,0,28,119,
Jan 1996,49,8,0,3,60,
Feb 1996,45,8,3,142,198,
Mar 1996,43,12,0,53,108,
Apr 1996,16,2,0,10,28,
May 1996,56,20,0,72,148,
Jun 1996,94,22,0,197,313,
Jul 1996,183,40,21,329,573,
Aug 1996,161,16,4,4,185,
Sep 1996,186,50,12,113,361,
Oct 1996,80,10,0,20,110,
Nov 1996,54,30,0,9,93,
Dec 1996,84,22,4,35,145,
Jan 1997,57,10,0,17,84,
Feb 1997,48,12,0,63,123,
Mar 1997,16,2,0,52,70,
Apr 1997,33,12,8,16,69,
May 1997,32,10,10,113,165,
Jun 1997,122,40,8,166,336,
Jul 1997,417,76,18,304,815,
Aug 1997,104,14,3,16,137,
Sep 1997,139,40,0,94,273,
Oct 1997,31,0,3,0,34,
Nov 1997,150,30,12,93,285,
Dec 1997,85,24,4,20,133,
Jan 1998,74,6,0,8,88,
Feb 1998,55,14,3,18,90,
Mar 1998,28,8,0,10,46,
Apr 1998,43,4,0,14,61,
May 1998,48,4,0,87,139,
Jun 1998,128,26,4,59,217,
Jul 1998,216,32,1,199,448,
Aug 1998,210,40,24,49,323,
Sep 1998,99,8,0,20,127,
Oct 1998,91,8,8,51,158,
Nov 1998,61,6,0,8,75,
Dec 1998,54,12,0,0,66,
Jan 1999,53,6,19,6,84,
Feb 1999,27,0,0,0,27,
Mar 1999,44,4,0,0,48,
Apr 1999,50,4,0,18,72,
May 1999,81,12,0,43,136,
Jun 1999,93,12,0,52,157,
Jul 1999,233,24,44,99,400,
Aug 1999,100,24,0,67,191,
Sep 1999,212,18,3,12,245,
Oct 1999,84,6,0,98,188,
Nov 1999,95,12,0,44,151,
Dec 1999,46,6,0,20,72,
Jan 2000,57,12,0,41,110,
Feb 2000,53,16,0,18,87,
Mar 2000,21,4,0,0,25,
Apr 2000,97,12,0,13,122,
May 2000,66,4,4,20,94,
Jun 2000,215,10,6,141,372,
Jul 2000,254,20,15,237,526,
Aug 2000,116,2,6,17,141,
Sep 2000,68,2,3,26,99,
Oct 2000,87,8,6,116,217,
Nov 2000,95,2,31,23,151,
Dec 2000,72,2,0,14,88,
Jan 2001,50,2,6,0,58,
Feb 2001,87,8,0,35,130,
Mar 2001,87,6,6,12,111,
Apr 2001,37,0,0,53,90,
May 2001,101,8,0,28,137,
Jun 2001,205,16,1,261,483,
Jul 2001,209,12,4,144,369,
Aug 2001,147,10,14,157,328,
Sep 2001,108,4,7,54,173,
Oct 2001,207,10,8,40,265,
Nov 2001,147,10,0,14,171,
Dec 2001,142,8,0,6,156,
Jan 2002,42,2,0,34,78,
Feb 2002,159,16,5,170,350,
Mar 2002,90,8,3,25,126,
Apr 2002,86,7,0,12,105,
May 2002,179,20,4,137,340,
Jun 2002,367,22,0,129,518,
Jul 2002,328,12,8,200,548,
Aug 2002,360,20,6,187,573,
Sep 2002,189,18,17,182,406,
Oct 2002,151,16,9,151,327,
Nov 2002,181,18,4,14,217,
Dec 2002,124,4,0,32,160,
Jan 2003,171,16,7,13,207,
Feb 2003,58,4,0,62,124,
Mar 2003,100,12,0,40,152,
Apr 2003,198,38,7,124,367,
May 2003,285,10,6,104,405,
Jun 2003,441,40,6,960,"1,447",
Jul 2003,281,32,40,447,800,
Aug 2003,233,6,4,132,375,
Sep 2003,318,34,9,179,540,
Oct 2003,274,16,8,114,412,
Nov 2003,183,14,11,112,320,
Dec 2003,134,10,5,219,368,
Jan 2004,194,8,4,207,413,
Feb 2004,158,10,8,144,320,
Mar 2004,116,18,0,227,361,
Apr 2004,180,22,0,80,282,
May 2004,240,32,4,112,388,
Jun 2004,298,48,16,574,936,
Jul 2004,389,68,31,379,867,
Aug 2004,158,14,10,129,311,
Sep 2004,119,10,8,217,354,
Oct 2004,275,18,9,98,400,
Nov 2004,308,10,9,141,468,
Dec 2004,73,2,12,72,159,
Jan 2005,150,8,0,198,356,
Feb 2005,119,4,4,202,329,
Mar 2005,182,16,0,127,325,
Apr 2005,264,18,9,443,734,
May 2005,191,32,19,75,317,
Jun 2005,276,48,10,441,775,
Jul 2005,487,76,38,714,"1,315",
Aug 2005,155,18,0,203,376,
Sep 2005,204,2,6,37,249,
Oct 2005,280,58,21,245,604,
